Nome,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Whatsapp - Número,Whatsapp - Mensagem,Cor - CTA,Título | Section 1,Descrição | Section 1,CTA texto | Section 1,Imagem | Section 1,Título | Section 2,Descrição | Section 2,CTA texto | Section 2,Título - bloco 1 | Section 2,Descrição - bloco 1 | Section 2,Título - bloco 2 | Section 2,Descrição - bloco 2 | Section 2,Título - bloco 3 | Section 2,Descrição - bloco 3 | Section 2,Título - bloco 4 | Section 2,Descrição - bloco 4 | Section 2,Título | Section 3,Descrição | Section 3,Dados - Número 1 | Section 3,Dados - Descrição 1 | Section 3,Dados - Número 2 | Section 3,Dados - Descrição 2 | Section 3,Imagem | Section 3,Título | Section 4,Descrição | Section 4,CTA texto | Section 4,Título - bloco 1 | Section 04,Descrição - bloco 1 | Section 04,Título - bloco 2 | Section 04,Descrição - bloco 2 | Section 04,Título - bloco 3 | Section 04,Descrição - bloco 3 | Section 04,Título - bloco 4 | Section 04,Descrição - bloco 4 | Section 04,Título | Section 5,Descrição | Section 5,Item 1 | Section 5,Item 2 | Section 5,Item 3 | Section 5,CTA texto | Section 5,Imagem | Section 5,Título | Section 6,Descrição | Section 6,CTA texto | Section 6,Título | Section 7,Descrição | Section 7,CTA texto | Section 7,Imagem | Section 7,Título | Dúvidas,Descrição | Dúvidas,Depoimento 1,Nome 1,Depoimento 2,Nome 2,Depoimento 3,Nome 3,CTA texto | Banner,FAQ
Casos Qualificados,leads-juridicos-qualificados,684caca044d72064960fa919,6552987bfd4a5980b0cc5b42,684ed7609d1d660fe172eb43,false,false,Sun Jun 15 2025 14:23:28 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 19:28:48 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 19:28:54 GMT+0000 (Coordinated Universal Time),551151922595,Olá! Tenho interesse em receber leads qualificados para meu escritório. Gostaria de entender como funciona. Pode me ajudar?,verde-novo,Teve um acidente no trabalho? Saiba agora se você tem direito a indenização!,"Você sabia que milhares de trabalhadores não recebem a indenização que merecem após um acidente de trabalho? Nós conectamos você com advogados especializados que podem ajudar a garantir seus direitos. Fácil, rápido e sem custo inicial. Seu futuro merece atenção agora.",Quero saber meus direitos,https://cdn.prod.website-files.com/6552987bfd4a5980b0cc5b43/6791645204125ceb6f46c532_677806be99a2f913f4788b54_Frame%202%20(3).webp,Teve um acidente no trabalho? Saiba agora se você tem direito a indenização!,"Você sabia que milhares de trabalhadores não recebem a indenização que merecem após um acidente de trabalho? Nós conectamos você com advogados especializados que podem ajudar a garantir seus direitos. Fácil, rápido e sem custo inicial. Seu futuro merece atenção agora.",Quero saber meus direitos,Indenização justa,"Acesso ao valor que você merece por danos físicos, psicológicos ou materiais.",Estabilidade no emprego,Proteção contra represálias ou demissões injustas,Cuidado com a saúde,Garantia de tratamento médico completo e recuperação sem custo adicionais,Segurança jurídica,Assessoria completa por advogados especializados,Acidentes de trabalho no Brasil: Uma realidade preocupante.,"Em 2023, foram registrados 499.955 acidentes de trabalho no Brasil, resultando em 2.888 mortes. Muitos trabalhadores desconhecem seus direitos, e acabam sem a devida indenização.",499.955,Trabalhadores que se acidentaram,2.888,Mortes por acidente de trabalho,https://cdn.prod.website-files.com/6552987bfd4a5980b0cc5b43/67916484869e9844f997dca2_677806be99a2f913f4788b72_chapeu.webp,Por que garantir seus direitos?,Deixe de lado a dúvida e descubra como proteger o seu futuro financeiro e profissional.,Verificar possibilidade de idenização,Por que garantir seus direitos?,Deixe de lado a dúvida e descubra como proteger o seu futuro financeiro e profissional.,Verificar possibilidade de idenização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,como-a-quero-direito-consegue-gerar-leads-qualificados-para-advogados; como-funciona-o-pagamento-dos-leads; os-leads-sao-exclusivos-ou-podem-ser-enviados-para-outros-advogados; posso-testar-o-servico-antes-de-contratar-um-pacote-maior; qual-a-diferenca-entre-contratar-a-quero-direito-e-contratar-uma-agencia-de-marketing
